CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
 50-70-4, D-SORBITOL," &diams; SORBITOL<br />&diams; GLUCITOL, D-<br />&diams; SORBITOL, D-<br />&diams; SORBIT<br />&diams; SORBITE, D-<br />&diams; D-GLUCITOL<br />&diams; D-SORBITOL"," COLOR OR COLORING ADJUNCT,<br /> DRYING AGENT,<br /> FLAVORING AGENT OR ADJUVANT,<br /> HUMECTANT,<br /> NUTRIENT SUPPLEMENT,<br /> NUTRITIVE SWEETENER,<br /> PH CONTROL AGENT,<br /> SOLVENT OR VEHICLE,<br /> STABILIZER OR THICKENER,<br /> TEXTURIZER",,,,,,,175.3,175.32,176.18,176.21,177.139,177.242,182.9,184.1835,,,,,,,,,,,,,," 100.130 ,  101.80 ,  101.9",3029,3,,,
 471-34-1, CALCIUM CARBONATE," &diams; CALCIUM CARBONATE<br />&diams; CALCIUM CARBONATE, PRECIPITATED<br />&diams; PRECIPITATED CHALK<br />&diams; CARBONIC ACID CALCIUM SALT (1:1)<br />&diams; C.I. 77220<br />&diams; C.I. PIGMENT WHITE 18<br />&diams; PIGMENT WHITE 18"," ANTICAKING AGENT OR FREE-FLOW AGENT,<br /> COLOR OR COLORING ADJUNCT,<br /> DRYING AGENT,<br /> FORMULATION AID,<br /> HUMECTANT,<br /> LEAVENING AGENT,<br /> LUBRICANT OR RELEASE AGENT,<br /> MASTICATORY SUBSTANCE,<br /> NUTRIENT SUPPLEMENT,<br /> PH CONTROL AGENT,<br /> PROCESSING AID",73.7,73.107,,,,,175.3,176.17,177.16,177.168,177.226,178.3297,181.29,184.1191,,,,,,,,,,,,,," 137.105 ,  137.185, 137.350",,,,,
 58-95-7, ALPHA-TOCOPHEROL ACETATE," &diams; ALPHA-TOCOPHERYL ACETATE, D-<br />&diams; ALPHA-TOCOPHERYL ACETATE<br />&diams; ALPHA-TOCOPHEROL ACETATE<br />&diams; TOCOPHERYL ACETATE, ALPHA-<br />&diams; TOCOPHEROL ACETATE, ALPHA-<br />&diams; TOCOPHERYL ACETATE, D-ALPHA-<br />&diams; TOCOPHEROL ACETATE<br />&diams; VITAMIN E ACETATE<br />&diams; 2H-1-BENZOPYRAN-6-OL, 3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-, ACETATE, (2R-(2*(4R*,8R*)))-<br />&diams; 3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-2H-1-BENZOPYRAN-6-YL ACETATE, (2R-(2*(4R*,8R*)))-<br />&diams; 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CROMANYL ACETATE, (+)-<br />&diams; 6-CROMANOL, 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-, ACETATE, (+)-<br />&diams; tocopherol acetate, (+)-alpha-<br />&diams; tocopheryl acetate, (+)-alpha-", NUTRIENT SUPPLEMENT,,,,,,,172.48,182.8892,,,,,,,,,,,,,,,,,,,,,,,,,
 66-25-1, HEXANAL," &diams; HEXANAL<br />&diams; CAPROALDEHYDE<br />&diams; CAPROIC ALDEHYDE<br />&diams; HEXALDEHYDE<br />&diams; HEXOIC ALDEHYDE<br />&diams; HEXYLALDEHYDE<br />&diams; ALDEHYDE C-6<br />&diams; C6 ALDEHYDE
", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2557,3,25.0,,92
 6790-58-5," 1,5,5,9-TETRAMETHYL-13-OXATRICYCLO(8.3.0.0(4,9))TRIDECANE"," &diams; 1,5,5,9-TETRAMETHYL-13-OXATRICYCLO(8.3.0.0(SUP 4,9))TRIDECANE<br />&diams; AMBROXIDE<br />&diams; DODECAHYDRO-3A,6,6,9A-TETRAMETHYLNAPHTHO(2,1-B)FURAN, (3AR-(3AALPHA,5ABETA,9AALPHA,9BBETA))-<br />&diams; NAPHTHO(2,1-B)FURAN, DODECAHYDRO-3A,6,6,9A-TETRAMETHYL-, (3AR-(3AALPHA,5ABETA,9AALPHA,9BBETA))-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3471,9,25.0,,1240
 56-12-2, 4-AMINOBUTYRIC ACID," &diams; GAMMA-AMINOBUTYRIC ACID<br />&diams; BUTANOIC ACID, 4-AMINO-<br />&diams; BUTYRIC ACID, 4-AMINO-<br />&diams; GABA<br />&diams; 4-AMINOBUTYRIC ACID<br />&diams; 4-AMINOBUTANOIC ACID<br />&diams; 3-carboxypropylamine<br />&diams; InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)<br />&diams; InChIKey: BTCSSZJGUNDROE-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288,23,,,1771
 112-37-8, UNDECANOIC ACID, &diams; UNDECANOIC ACID<br />&diams; HENDECANOIC ACID<br />&diams; UNDECYLIC ACID<br />&diams; 1-DECANECARBOXYLIC ACID<br />&diams; UNDECOIC ACID, FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245,4,,,108
 59-67-6, NIACIN, &diams; NIACIN<br />&diams; NICOTINIC ACID<br />&diams; 3-PYRIDINECARBOXYLIC ACID<br />&diams; VITAMIN B3, NUTRIENT SUPPLEMENT,,,,,,,184.153,,,,,,,,,,,,,,,,,,,,," 101.9 ,  107.100 ,  136.115 ,  137.165 ,  137.180 ,  137.260 ,  137.305 ,  137.350 ,  139.115 ,  139.117 ,  139.122 ,  139.155",,,,,
 93-55-0, PROPIOPHENONE," &diams; PROPIOPHENONE<br />&diams; ETHYL PHENYL KETONE<br />&diams; PHENYL ETHYL KETONE<br />&diams; 1-PHENYL-1-PROPANONE<br />&diams; PROPIONYLBENZENE<br />&diams; 1-PROPANONE, 1-PHENYL-<br />&diams; InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3<br />&diams; InChIKey: KRIOVPPHQSLHCZ-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,9,,,824
 78-83-1, ISOBUTYL ALCOHOL," &diams; ISOBUTYL ALCOHOL<br />&diams; ISOBUTANOL<br />&diams; 2-METHYL-1-PROPANOL<br />&diams; ISOPROPYLCARBINOL<br />&diams; 1-PROPANOL, 2-METHYL-", FLAVORING AGENT OR ADJUVANT,73.1,,,,,,172.515,172.859,175.105,176.18,176.2,176.21,177.28,,,,,,,,,,,,,,,,2179,3,25.0,,251
 76-13-1, CHLOROFLUOROCARBON 113," &diams; 1,1,2-TRICHLORO-1,2,2-TRIFLUOROETHANE<br />&diams; FLUOROCARBON 113<br />&diams; ETHANE, 1,1,2-TRICHLORO-1,2,2-TRIFLUORO-<br />&diams; CHLOROFLUOROCARBON 113<br />&diams; PROPELLANT 113<br />&diams; REFRIGERANT 113"," FREEZING OR COOLING AGENT,<br /> DIRECT CONTACT",,,,,,,173.342,,,,,,,,,,,,,,,,,,,,,,,,,,
 111-71-7, HEPTANAL, &diams; HEPTANAL<br />&diams; ALDEHYDE C-7<br />&diams; HEPTALDEHYDE<br />&diams; ENANTHAL<br />&diams; ENANTHALDEHYDE<br />&diams; HEPTYL ALDEHYDE<br />&diams; OENANTHAL, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2540,3,,,95
 123-07-9, P-ETHYLPHENOL," &diams; 4-ETHYLPHENOL<br />&diams; ETHYLPHENOL, P-<br />&diams; 4-HYDROXYETHYLBENZENE<br />&diams; PHENOL, 4-ETHYL-<br />&diams; PHENOL, P-ETHYL-<br />&diams; 1-ETHYL-4-HYDROXYBENZENE<br />&diams; 4-HYDROXYPHENYLETHANE<br />&diams; HYDROXYPHENYLETHANE, P-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> PROCESSING AID,<br /> SURFACE-FINISHING AGENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,4,,,694
 7493-75-6, ALLYL SORBATE," &diams; ALLYL SORBATE<br />&diams; ALLYL 2,4-HEXADIENOATE<br />&diams; 2-PROPENYL 2,4-HEXADIENOATE, TRANS,TRANS-<br />&diams; 2,4-HEXADIENOIC ACID, 2-PROPENYL ESTER, (E,E)-<br />&diams; 2-PROPENYL 2,4-HEXADIENOATE, (E,E)-<br />&diams; SORBIC ACID, ALLYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2041,3,,,8
 591-11-7, BETA-ANGELICALACTONE," &diams; 4-HYDROXY-2-PENTENOIC ACID GAMMA-LACTONE<br />&diams; ANGELICA LACTONE, BETA-<br />&diams; beta-angelica lactone<br />&diams; 2-pentenoic acid, 4-hydroxy-, gamma-lactone<br />&diams; 2(5H)-furanone, 5-methyl-<br />&diams; 5-methyl-2(5H)-furanone<br />&diams; 5-methyl-5H-furan-2-one<br />&diams; InChI=1/C5H6O2/c1-4-2-3-5(6)7-4/h2-4H,1H3<br />&diams; InChIKey: BGLUXFNVVSVEET-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4438,24,,,2000
 1003-10-7, 2-OXOTHIOLANE," &diams; DIHYDRO-2(3H)-THIOPHENONE<br />&diams; THIOBUTYROLACTONE, GAMMA<br />&diams; 4-THIOBUTYROLACTONE<br />&diams; 2(3H)-thiophenone, dihydro<br />&diams; butyric acid, 4-mercapto-, .gamma.-(thiolactone)<br />&diams; 2-oxothiolane<br />&diams; 4-butyrothiolactone<br />&diams; thiacyclopentan-2-one", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570,24,,,1923
 1948-33-0, TERT-BUTYLHYDROQUINONE," &diams; BUTYLHYDROQUINONE, TERT-<br />&diams; HYDROQUINONE, TERT-BUTYL-<br />&diams; MONO-TERT-BUTYLHYDROQUINONE<br />&diams; TBHQ<br />&diams; 2-(1,1-DIMETHYLETHYL)-1,4-BENZENEDIOL<br />&diams; 1,4-BENZENEDIOL, 2-(1,1-DIMETHYLETHYL)-<br />&diams; 2-TERT-BUTYL-1,4-BENZENEDIOL<br />&diams; 2-TERT-BUTYLHYDROQUINONE", ANTIOXIDANT,,,,,,,172.185,177.242,,,,,,,,,,,,,,,,,,,,,,,,,
 71-41-0, AMYL ALCOHOL, &diams; AMYL ALCOHOL<br />&diams; PENTYL ALCOHOL<br />&diams; 1-PENTANOL<br />&diams; PENTANOL<br />&diams; BUTYLCARBINOL," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,176.18,176.21,,,,,,,,,,,,,,,,,,,,2056,3,,,88
 118-71-8, MALTOL," &diams; MALTOL<br />&diams; CORPS PRALINE<br />&diams; 3-HYDROXY-2-METHYL-4H-PYRAN-4-ONE<br />&diams; 3-HYDROXY-2-METHYL-GAMMA-PYRONE<br />&diams; LARIXINIC ACID<br />&diams; 3-HYDROXY-2-METHYL-4-PYRONE<br />&diams; 2-METHYLPYROMECONIC ACID<br />&diams; 4H-PYRAN-4-ONE, 3-HYDROXY-2-METHYL-"," FLAVORING AGENT OR ADJUVANT,<br /> NUTRITIVE SWEETENER,<br /> PROCESSING AID",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2656,3,,,1480
 288-47-1, THIAZOLE, &diams; THIAZOLE, FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615,12,,,1032
 153-18-4, RUTIN," &diams; RUTIN<br />&diams; VIOLAQUERCITRIN<br />&diams; RUTOSIDE<br />&diams; ELDRIN<br />&diams; 4H-1-BENZOPYRAN-4-ONE, 3-((6-O-(6-DEOXY-ALPHA-L-MANNOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)OXY)-2-(3,4-DIHYDROXYPHENYL)-5,7-DIHYDROXY-<br />&diams; 3-((6-O-(6-DEOXY-ALPHA-L-MANNOPYRANOSYL)-BETA-D-GLUCOPYRANOSYL)OXY)-2-(3,4-DIHYDROXYPHENYL)-5,7-DIHYDROXY-4H-1-BENZOPYRAN-4-ONE<br />&diams; C.I. 75730<br />&diams; 3,3',4',5,5',7-HEXAHYDROXYFLAVONE (6-O-ALPHA-L-RHAMNOSYL-BETA-D-GLUCOSIDE)<br />&diams; ILIXANTHIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 68-26-8, VITAMIN A," &diams; VITAMIN A<br />&diams; OLEOVITAMIN A<br />&diams; RETINOL, ALL-TRANS-<br />&diams; VITAMIN A ALCOHOL<br />&diams; RETINOL, BETA-<br />&diams; 3,7-DIMETHYL-9-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-2,4,6,8-NONATETRAEN-1-OL, (ALL-E)-<br />&diams; VITAMIN A1", NUTRIENT SUPPLEMENT,,,,,,,184.1245,184.193,,,,,,,,,,,,,,,,,,,," 101.14 ,  101.9 ,  107.100 ,  131.110 ,  131.111 ,  131.112 ,  131.123 ,  131.127 ,  131.135 ,  131.143 ,  131.147 ,  131.200 ,  131.203 ,  131.206 ,  133.102 ,  133.106 ,  133.111 ,  133.141 ,  133.165 ,  133.181 ,  133.183 ,  133.195 ,  135.130 ,  166.110",,,,,
 141-01-5, FERROUS FUMARATE," &diams; IRON(II) FUMARATE<br />&diams; FERROUS FUMARATE<br />&diams; FUMARIC ACID, IRON(2+) SALT (1:1)<br />&diams; 2-BUTENEDIOIC ACID (E)-, IRON(2+) SALT (1:1)<br />&diams; IRON 2-BUTENEDIOATE, (E)-", NUTRIENT SUPPLEMENT,,,,,,,172.35,,,,,,,,,,,,,,,,,,,,,,,,,,
 88-09-5, 2-ETHYLBUTYRIC ACID," &diams; 2-ETHYLBUTYRIC ACID<br />&diams; DIETHYLACETIC ACID<br />&diams; ALPHA-ETHYLBUYTYRIC ACID<br />&diams; BUTANOIC ACID, 2-ETHYL-<br />&diams; 2-ETHYLBUTANOIC ACID<br />&diams; BUTYRIC ACID, 2-ETHYL-<br />&diams; 3-PENTANECARBOXYLIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2429,3,25.0,,257
 57-10-3, PALMITIC ACID, &diams; PALMITIC ACID<br />&diams; CETYLIC ACID<br />&diams; HEXADECANOIC ACID<br />&diams; HEXADECYLIC ACID<br />&diams; PALMITIC ACID 95%<br />&diams; C16 FATTY ACID," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> LUBRICANT OR RELEASE AGENT,<br /> SURFACE-ACTIVE AGENT",,,,,,,172.21,172.86,173.34,,,,,,,,,,,,,,,,,,,,2832,3,25.0,,115
 497-19-8, SODIUM CARBONATE," &diams; SODIUM CARBONATE<br />&diams; SODIUM CARBONATE, ANHYDROUS<br />&diams; SODA<br />&diams; SODA ASH<br />&diams; CARBONIC ACID DISODIUM SALT<br />&diams; DISODIUM CARBONATE"," ANTIOXIDANT,<br /> CURING OR PICKLING AGENT,<br /> FLAVORING AGENT OR ADJUVANT,<br /> PH CONTROL AGENT,<br /> PROCESSING AID",73.85,,,,,,172.824,173.31,184.1742,,,,,,,,,,,,,,,,,,," 163.110 ,  163.111 ,  163.112",,,,,
 816-66-0, 4-METHYL-2-OXOPENTANOIC ACID," &diams; 4-METHYL-2-OXOVALERIC ACID<br />&diams; ALPHA-KETOISOCAPROIC ACID<br />&diams; ISOPROPYLPYRUVIC ACID<br />&diams; KETOLEUCINE<br />&diams; PENTANOIC ACID, 4-METHYL-2-OXO-<br />&diams; VALERIC ACID, 4-METHYL-2-OXO-<br />&diams; 2-OXOISOHEXANOIC ACID<br />&diams; 2-OXOISOCAPROIC ACID<br />&diams; 2-OXO-4-METHYLPENTANOIC ACID<br />&diams; 4-METHYL-2-OXOPENTANOIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871,18,,,633
 22839-47-0, ASPARTAME," &diams; ASPARTAME<br />&diams; METHYL ASPARTYLPHENYLALANATE<br />&diams; METHYL L-ALPHA-ASPARTYL-L-PHENYLALANATE<br />&diams; METHYL L-ASPARTYL-L-PHENYLALANINE<br />&diams; ASPARTAME, L,L-ALPHA-<br />&diams; 1-METHYL N-L-ALPHA-ASPARTYL-L-PHENYLALANINE<br />&diams; L-PHENYLALANINE, N-L-ALPHA-ASPARTYL-, 1-METHYL ESTER<br />&diams; 1-METHYL N-L-ALPHA-ASPARTYL-L-PHENYLALANATE<br />&diams; ASP-PHE-OME"," FLAVOR ENHANCER,<br /> NON-NUTRITIVE SWEETENER",,,,,,,172.804,,,,,,,,,,,,,,,,,,,,,,,,,,
 50-00-0, FORMALDEHYDE, &diams; FORMALDEHYDE<br />&diams; OXYMETHYLENE<br />&diams; METHANAL, FUMIGANT,,,,,,,173.34,175.105,175.21,175.3,176.17,176.18,176.2,177.12,177.241,178.312,,,,,,,,,,,,,,,,,
 56-85-9, L-GLUTAMINE," &diams; GLUTAMINE, L-<br />&diams; GLUTAMIC ACID 5-AMIDE<br />&diams; 2-AMINOGLUTARAMIC ACID<br />&diams; L-GLUTAMINE<br />&diams; 2,5-DIAMINO-5-OXOPENTANOIC ACID, (S)-<br />&diams; GLUTAMIC ACID GAMMA-AMIDE, L-<br />&diams; GLUTAMINE, L-(+)-<br />&diams; GLUTAMINE, GAMMA-<br />&diams; 2-AMINOGLUTARAMIC ACID, L-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",,,,,,,172.32,,,,,,,,,,,,,,,,,,,,,,3684,13,,,1430
 14667-55-1," 2,3,5-TRIMETHYLPYRAZINE"," &diams; TRIMETHYLPYRAZINE<br />&diams; 2,3,5-TRIMETHYLPYRAZINE<br />&diams; PYRAZINE, TRIMETHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3244,4,25.0,,774
 475-31-0, GLYCOCHOLIC ACID," &diams; GLYCOCHOLIC ACID<br />&diams; N-CHOLOYLGLYCINE<br />&diams; GLYCINE, N-((3ALPHA,5BETA,7ALPHA,12ALPHA)-3,7,12-TRIHYDROXY-24-OXOCHOLAN-24-YL)-<br />&diams; N-((3ALPHA,5BETA,7ALPHA,12ALPHA)-3,7,12-TRIHYDROXY-24-OXOCHOLAN-24-YL)GLYCINE<br />&diams; GLYCINE, N-CHOLOYL-<br />&diams; N-(CARBOXYMETHYL)-3ALPHA,7ALPHA,12ALPHA-TRIHYDROXYGLYCINE CHOLATE", PH CONTROL AGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 96-48-0, 4-HYDROXYBUTANOIC ACID LACTONE," &diams; BUTYROLACTONE<br />&diams; GAMMA-BUTYROLACTONE<br />&diams; 4-BUTYROLACTONE<br />&diams; 4-HYDROXYBUTANOIC ACID LACTONE<br />&diams; DIHYDRO-2(3H)-FURANONE<br />&diams; 4-BUTANOLIDE<br />&diams; 2(3H)-FURANONE, DIHYDRO-<br />&diams; TETRAHYDRO-2-FURANONE<br />&diams; BUTYROLACTONE, GAMMA-<br />&diams; GBL<br />&diams; 1,4-butanolide<br />&diams; 1-oxacyclopentan-2-one<br />&diams; 2,3,4,5-tetrahydro-2-furanone<br />&diams; 2-oxolanone<br />&diams; 2-oxotetrahydrofuran<br />&diams; 4-deoxytetronic acid<br />&diams; 4-hydroxybutyric acid lactone <br />&diams;", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,5,25.0,,219
 3142-72-1, 2-METHYL-2-PENTENOIC ACID," &diams; 2-METHYL-2-PENTENOIC ACID<br />&diams; 2-PENTENOIC ACID, 2-METHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,4,25.0,,1210
 98-86-2, ACETOPHENONE," &diams; ACETOPHENONE<br />&diams; ACETYLBENZENE<br />&diams; ACETYLBENZOL<br />&diams; BENZOYLMETHIDE<br />&diams; HYPNONE<br />&diams; METHYL PHENYL KETONE<br />&diams; PHENYL METHYL KETONE<br />&diams; 1-PHENYLETHANONE<br />&diams; ETHANONE, 1-PHENYL-"," FLAVORING AGENT OR ADJUVANT,<br /> SOLVENT OR VEHICLE",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2009,3,,,806
 119-84-6, DIHYDROCOUMARIN," &diams; HYDROCOUMARIN<br />&diams; MELILOTIN<br />&diams; DIHYDROCOUMARIN<br />&diams; 3,4-DIHYDROCOUMARIN<br />&diams; 2-CHROMANONE<br />&diams; DIHYDROBENZOPYRONE<br />&diams; 2-HDROXYDIHYDROCINNAMIC ACID LACTONE<br />&diams; 1,2-BENZODIHYDROPYRONE<br />&diams; 3,4-DIHYDRO-2H-1-BENZOPYRAN-2-ONE<br />&diams; MELILOTIC ACID LACTONE<br />&diams; HYDROXYDIHYDROCINNAMIC ACID LACTONE, O-<br />&diams; 2H-1-BENZOPYRAN-2-ONE, 3,4-DIHYDRO-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,3,25.0,,1171
 112-53-8, LAURYL ALCOHOL, &diams; LAURYL ALCOHOL<br />&diams; ALCOHOL(C12)<br />&diams; DODECYL ALCOHOL<br />&diams; 1-DODECANOL<br />&diams; LAUROYL ALCOHOL<br />&diams; UNDECYL CARBINOL<br />&diams; C12 ALCOHOL<br />&diams; FATTY ALCOHOL(C12)<br />&diams; DODECANOL (1-DODECANOL), FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,172.864,175.105,175.3,177.12,177.139,178.348,,,,,,,,,,,,,,,,2617,3,,,109
 104-90-5, 5-ETHYL-2-METHYLPYRIDINE," &diams; 5-ETHYL-2-METHYLPYRIDINE<br />&diams; PYRIDINE, 5-ETHYL-2-METHYL-<br />&diams; 2-METHYL-5-ETHYLPYRIDINE<br />&diams; 2-PICOLINE, 5-ETHYL-<br />&diams; 5-ETHYL-2-PICOLINE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546,11,,,1318
 108-10-1, METHYL ISOBUTYL KETONE," &diams; 4-METHYL-2-PENTANONE<br />&diams; ISOPROPYLACETONE<br />&diams; METHYL ISOBUTYL KETONE<br />&diams; HEXONE<br />&diams; ISOBUTYL METHYL KETONE<br />&diams; ISOHEXANONE<br />&diams; 2-PENTANONE, 4-METHYL-<br />&diams; 2-METHYL-4-PENTANONE<br />&diams; 4-METHYL-2-OXOPENTANE<br />&diams; 2-METHYLPROPYL METHYL KETONE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,172.842,175.105,176.18,176.2,176.21,177.165,,,,,,,,,,,,,,,,2731,3,25.0,,301
 141-97-9, ETHYL ACETOACETATE," &diams; ETHYL ACETOACETATE<br />&diams; ACETOACETIC ESTER<br />&diams; ETHYL 3-OXOBUTANOATE<br />&diams; ETHYL ACETYLACETATE<br />&diams; ETHYL BETA-KETOBUTYRATE<br />&diams; BUTANOIC ACID, 3-OXO-, ETHYL ESTER<br />&diams; ACETOACETIC ACID, ETHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,175.3,,,,,,,,,,,,,,,,,,,,,2415,3,25.0,,595
 112-30-1, 1-DECANOL, &diams; DECYL ALCOHOL<br />&diams; ALCOHOL(C10)<br />&diams; 1-DECANOL<br />&diams; DECANOL-1<br />&diams; NONYLCARBINOL<br />&diams; CAPRIC ALCOHOL<br />&diams; C10 ALCOHOL<br />&diams; FATTY ALCOHOL(C10)<br />&diams; DECYLIC ALCOHOL<br />&diams; CAPRINIC ALCOHOL<br />&diams; 1-HYDROXYDECANE, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,172.864,175.3,176.17,177.139,178.348,,,,,,,,,,,,,,,,,2365,3,,,103
 638-53-9, TRIDECANOIC ACID," &diams; TRIDECYLIC ACID<br />&diams; TRIDECANOIC ACID<br />&diams; InChI=1S/C13H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13(14)15/h2-12H2,1H3,(H,14,15)<br />&diams; InChIKey: SZHOJFHSIKHZHA-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336,23,,,
 6638-05-7," 4-METHYL-2,6-DIMETHOXYPHENOL"," &diams; 4-METHYL-2,6-DIMETHOXYPHENOL<br />&diams; METHYLSYRINGOL<br />&diams; PHENOL, 2,6-DIMETHOXY-4-METHYL-<br />&diams; P-CRESOL, 2,6-DIMETHOXY-<br />&diams; 1-METHYL-3,5-DIMETHOXY-4-HYDROXYBENZENE<br />&diams; 2,6-DIMETHOXY-4-METHYLPHENOL<br />&diams; 3,5-DIMETHOXY-4-HYDROXYTOLUENE<br />&diams; 2,6-DIMETHOXY-P-CRESOL<br />&diams; 4-HYDROXY-3,5-DIMETHOXYTOLUENE<br />&diams; 4-METHYLSYRINGOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704,13,,,722
 4345-03-3, ALPHA-TOCOPHEROL ACID SUCCINATE," &diams; ALPHA-TOCOPHERYL SUCCINATE, D-<br />&diams; BUTANEDIOIC ACID, MONO(3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-2H-1-BENZOPYRAN-6-YL) ESTER, (2R-(2R*(4R*,8R*)))-<br />&diams; ALPHA-TOCOPHERYL HEMISUCCINATE<br />&diams; ALPHA-TOCOPHEROL ACID SUCCINATE, D-<br />&diams; ALPHA-TOCOPHERYL SUCCINATE<br />&diams; MONO(3,4-DIHYDRO-2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-2H-1-BENZOPYRAN-6-YL) BUTANEDIOATE, (2R-(2R*(4R*,8R*)))-<br />&diams; MONO(2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL) SUCCINATE, (+)-<br />&diams; TOCOPHEROL ACID SUCCINATE, ALPHA-<br />&diams; SUCCINIC ACID, MONO(2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL) ESTER, (+)-<br />&diams; TOCOPHERYL HEMISUCCINATE, ALPHA-<br />&diams; TOCOPHERYL SUCCINATE, D-ALPHA-<br />&diams; TOCOPHERYL SUCCINATE, ALPHA-<br />&diams; 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANYL HYDROGEN SUCCINATE, (+)-<br />&diams; 6-CHROMANOL, 2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-, HYDROGEN SUCCINATE, (+)-<br />&diams; vitamine E d-alpha-tocosuccinate<br />&diams; vitamin E hemisuccinate", NUTRIENT SUPPLEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
